timestamp,node_id,region,latitude,longitude,consumption_mu,year,month,dayofweek,dayofyear,is_weekend,is_holiday,temperature_c,humidity,lag_1d,lag_7d,lag_30d,roll_mean_7d,roll_std_7d,roll_mean_30d,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,target_next_1d,target_next_7d
2019-02-02,UP,NR,27.59998069,78.05000565,234.8,2019,2,5,33,1,0,14.0,79,220.8,408.7,313.9,307.0857142857143,78.0976830337372,339.15333333333336,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.5380051715382996,0.8429415373547828,241.2,268.2
2019-02-03,UP,NR,27.59998069,78.05000565,241.2,2019,2,6,34,1,0,12.7,79,234.8,373.4,311.8,288.2,75.32390058938782,336.8,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,246.2,273.2
2019-02-04,UP,NR,27.59998069,78.05000565,246.2,2019,2,0,35,0,0,13.5,76,241.2,341.6,320.7,274.57142857142856,72.63425992109845,334.31666666666666,0.0,1.0,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542,241.2,276.9
2019-02-05,UP,NR,27.59998069,78.05000565,241.2,2019,2,1,36,0,0,16.3,78,246.2,393.3,299.0,252.84285714285713,50.60743875304123,332.39000000000004,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,241.3,281.4
2019-02-06,UP,NR,27.59998069,78.05000565,241.3,2019,2,2,37,0,0,18.3,83,241.2,365.3,286.8,235.1285714285714,10.462108500950887,330.8733333333333,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.5947266869607634,0.8039279618328213,260.1,268.8
2019-02-07,UP,NR,27.59998069,78.05000565,260.1,2019,2,3,38,0,0,17.6,83,241.3,220.4,294.2,240.8,11.819616463036786,329.7366666666667,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,262.8,261.4
2019-02-08,UP,NR,27.59998069,78.05000565,262.8,2019,2,4,39,0,0,13.8,65,260.1,220.8,289.4,246.79999999999998,10.568979767853307,328.85,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770629,268.2,264.7
2019-02-09,UP,NR,27.59998069,78.05000565,268.2,2019,2,5,40,1,0,13.0,66,262.8,234.8,258.6,251.57142857142858,11.724719511314913,329.17,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.6354323008901774,0.7721565844991642,273.2,272.5
2019-02-10,UP,NR,27.59998069,78.05000565,273.2,2019,2,6,41,1,0,12.6,73,268.2,241.2,284.2,256.14285714285717,13.157742605635397,328.80333333333334,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747,276.9,272.5
2019-02-11,UP,NR,27.59998069,78.05000565,276.9,2019,2,0,42,0,0,13.7,74,273.2,246.2,281.4,260.5285714285714,14.353363634319704,328.65333333333336,0.0,1.0,0.8660254037844386,0.5000000000000001,0.6616346182422783,0.7498264012045686,281.4,268.0
