timestamp,node_id,region,latitude,longitude,consumption_mu,year,month,dayofweek,dayofyear,is_weekend,is_holiday,temperature_c,humidity,lag_1d,lag_7d,lag_30d,roll_mean_7d,roll_std_7d,roll_mean_30d,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,target_next_1d,target_next_7d
2019-02-02,HP,NR,31.10002545,77.16659704,13.0,2019,2,5,33,1,0,2.4,71,12.5,25.7,30.0,20.428571428571427,7.238718644832645,26.15,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.5380051715382996,0.8429415373547828,12.6,25.2
2019-02-03,HP,NR,31.10002545,77.16659704,12.6,2019,2,6,34,1,0,3.9,63,13.0,26.2,30.1,18.485714285714288,7.25658978019947,25.566666666666666,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,12.4,26.4
2019-02-04,HP,NR,31.10002545,77.16659704,12.4,2019,2,0,35,0,0,5.9,48,12.6,27.0,30.1,16.4,6.455488620804278,24.976666666666667,0.0,1.0,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542,13.3,27.1
2019-02-05,HP,NR,31.10002545,77.16659704,13.3,2019,2,1,36,0,0,5.1,55,12.4,26.9,30.2,14.457142857142857,4.52727185799469,24.413333333333334,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,12.5,26.7
2019-02-06,HP,NR,31.10002545,77.16659704,12.5,2019,2,2,37,0,0,5.7,67,13.3,24.7,31.0,12.714285714285714,0.3236694374854644,23.796666666666667,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.5947266869607634,0.8039279618328213,17.0,24.9
2019-02-07,HP,NR,31.10002545,77.16659704,17.0,2019,2,3,38,0,0,3.6,82,12.5,12.7,30.1,13.328571428571427,1.650973738650778,23.36,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,21.5,29.6
2019-02-08,HP,NR,31.10002545,77.16659704,21.5,2019,2,4,39,0,0,-0.4,83,17.0,12.5,29.2,14.614285714285714,3.436775897760689,23.10333333333333,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770629,25.2,30.2
2019-02-09,HP,NR,31.10002545,77.16659704,25.2,2019,2,5,40,1,0,1.0,68,21.5,13.0,25.3,16.357142857142858,5.1487400215512915,23.1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.6354323008901774,0.7721565844991642,26.4,31.5
2019-02-10,HP,NR,31.10002545,77.16659704,26.4,2019,2,6,41,1,0,3.0,53,25.2,12.6,26.5,18.32857142857143,6.035924200350854,23.096666666666668,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747,27.1,30.9
2019-02-11,HP,NR,31.10002545,77.16659704,27.1,2019,2,0,42,0,0,5.4,63,26.4,12.4,23.9,20.428571428571427,6.184850924022426,23.203333333333333,0.0,1.0,0.8660254037844386,0.5000000000000001,0.6616346182422783,0.7498264012045686,26.7,30.4
2019-02-12,HP,NR,31.10002545,77.16659704,26.7,2019,2,1,43,0,0,7.6,60,27.1,13.3,26.4,22.342857142857138,5.662407362849939,23.213333333333335,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.6744436188329455,0.7383263540031065,24.9,29.8
2019-02-13,HP,NR,31.10002545,77.16659704,24.9,2019,2,2,44,0,0,9.1,63,26.7,12.5,26.4,24.11428571428571,3.653048303097281,23.163333333333334,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.6870527672236669,0.7266075247685656,29.6,27.4
2019-02-14,HP,NR,31.10002545,77.16659704,29.6,2019,2,3,45,0,0,6.1,75,24.9,17.0,26.9,25.914285714285715,2.4788630266236744,23.253333333333334,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.699458327051647,0.7146733860429609,30.2,28.9
2019-02-15,HP,NR,31.10002545,77.16659704,30.2,2019,2,4,46,0,0,4.8,84,29.6,21.5,25.6,27.157142857142855,2.0386737051795274,23.406666666666663,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.7025274741691571,31.5,29.4
2019-02-16,HP,NR,31.10002545,77.16659704,31.5,2019,2,5,47,1,0,3.8,81,30.2,25.2,29.4,28.057142857142857,2.3908555950099526,23.476666666666667,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.7236440382959124,0.6901733882429719,30.9,29.2
2019-02-17,HP,NR,31.10002545,77.16659704,30.9,2019,2,6,48,1,0,4.3,72,31.5,26.4,29.8,28.699999999999996,2.474536993728974,23.513333333333332,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.7354170229639855,0.6776147890466889,30.4,30.3
2019-02-18,HP,NR,31.10002545,77.16659704,30.4,2019,2,0,49,0,0,4.2,74,30.9,27.1,27.9,29.17142857142857,2.4329092911671615,23.59666666666667,0.0,1.0,0.8660254037844386,0.5000000000000001,0.7469720876965552,0.6648553979642865,29.8,30.5
2019-02-19,HP,NR,31.10002545,77.16659704,29.8,2019,2,1,50,0,0,3.9,85,30.4,26.7,28.7,29.614285714285717,2.176716618693187,23.633333333333333,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.7583058084785624,0.6518989958787126,27.4,28.8
2019-02-20,HP,NR,31.10002545,77.16659704,27.4,2019,2,2,51,0,0,6.3,64,29.8,24.9,28.1,29.97142857142857,1.304753215125682,23.61,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.7694148268839378,0.6387494220515272,28.9,27.0
2019-02-21,HP,NR,31.10002545,77.16659704,28.9,2019,2,3,52,0,0,6.3,84,27.4,29.6,28.8,29.87142857142857,1.3634689651941019,23.613333333333333,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.7802958510707755,0.6254105729852463,29.4,28.4
