timestamp,node_id,region,latitude,longitude,consumption_mu,year,month,dayofweek,dayofyear,is_weekend,is_holiday,temperature_c,humidity,lag_1d,lag_7d,lag_30d,roll_mean_7d,roll_std_7d,roll_mean_30d,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,target_next_1d,target_next_7d
2019-02-02,Gujarat,WR,22.2587,71.1924,217.1,2019,2,5,33,1,0,18.0,42,214.144,380.2,319.5,306.58399999999995,85.75589589060336,303.4096,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.5380051715382996,0.8429415373547828,221.5,234.9
2019-02-03,Gujarat,WR,22.2587,71.1924,221.5,2019,2,6,34,1,0,19.9,41,217.1,380.6,316.7,283.8554285714286,83.93374883969923,300.23626666666667,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,224.0,261.5
2019-02-04,Gujarat,WR,22.2587,71.1924,224.0,2019,2,0,35,0,0,23.6,41,221.5,379.4,301.9,261.6554285714286,74.46841877121943,297.63960000000003,0.0,1.0,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542,229.7,282.1
2019-02-05,Gujarat,WR,22.2587,71.1924,229.7,2019,2,1,36,0,0,23.7,38,224.0,377.9,313.2,240.48399999999998,54.227938186879165,294.85626666666667,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,232.2,278.5
2019-02-06,Gujarat,WR,22.2587,71.1924,232.2,2019,2,2,37,0,0,21.3,41,229.7,362.8,320.7,221.82685714285714,7.243544515141598,291.9062666666667,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.5947266869607634,0.8039279618328213,215.2,261.9
2019-02-07,Gujarat,WR,22.2587,71.1924,215.2,2019,2,3,38,0,0,18.0,46,232.2,214.144,319.4,221.97771428571428,7.0656830222852065,288.4329333333333,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,229.6,317.3
2019-02-08,Gujarat,WR,22.2587,71.1924,229.6,2019,2,4,39,0,0,16.9,49,215.2,214.144,307.9,224.18571428571428,6.609949210955429,285.8229333333333,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770629,234.9,322.3
2019-02-09,Gujarat,WR,22.2587,71.1924,234.9,2019,2,5,40,1,0,17.0,31,229.6,217.1,260.0,226.72857142857143,6.849261343558419,284.98626666666667,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.6354323008901774,0.7721565844991642,261.5,321.8
2019-02-10,Gujarat,WR,22.2587,71.1924,261.5,2019,2,6,41,1,0,18.8,29,234.9,221.5,268.3,232.44285714285712,14.344668828854461,284.75960000000003,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747,282.1,326.9
2019-02-11,Gujarat,WR,22.2587,71.1924,282.1,2019,2,0,42,0,0,20.8,30,261.5,224.0,275.0,240.7428571428571,22.901736261897536,284.99626666666666,0.0,1.0,0.8660254037844386,0.5000000000000001,0.6616346182422783,0.7498264012045686,278.5,322.6
2019-02-12,Gujarat,WR,22.2587,71.1924,278.5,2019,2,1,43,0,0,23.6,32,282.1,229.7,294.1,247.71428571428572,26.173741839957728,284.4762666666666,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.6744436188329455,0.7383263540031065,261.9,319.9
