timestamp,node_id,region,latitude,longitude,consumption_mu,year,month,dayofweek,dayofyear,is_weekend,is_holiday,temperature_c,humidity,lag_1d,lag_7d,lag_30d,roll_mean_7d,roll_std_7d,roll_mean_30d,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,target_next_1d,target_next_7d
2019-02-02,West Bengal,ER,22.58039044,88.32994665,128.0,2019,2,5,33,1,0,20.5,60,126.1,161.2,108.2,131.42857142857142,19.639391902136634,143.65,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.5380051715382996,0.8429415373547828,127.6,117.4
2019-02-03,West Bengal,ER,22.58039044,88.32994665,127.6,2019,2,6,34,1,0,20.4,58,128.0,169.5,110.2,125.44285714285714,10.23602415375155,144.23000000000002,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,131.6,123.7
2019-02-04,West Bengal,ER,22.58039044,88.32994665,131.6,2019,2,0,35,0,0,20.8,57,127.6,135.6,106.8,124.87142857142858,9.670524681683109,145.05666666666667,0.0,1.0,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542,136.8,124.9
2019-02-05,West Bengal,ER,22.58039044,88.32994665,136.8,2019,2,1,36,0,0,20.4,58,131.6,103.6,107.0,129.6142857142857,3.946909580683402,146.05,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,138.9,123.3
2019-02-06,West Bengal,ER,22.58039044,88.32994665,138.9,2019,2,2,37,0,0,20.9,59,136.8,131.5,106.4,130.67142857142858,5.2964498442236065,147.13333333333333,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.5947266869607634,0.8039279618328213,115.4,116.8
2019-02-07,West Bengal,ER,22.58039044,88.32994665,115.4,2019,2,3,38,0,0,22.6,68,138.9,125.7,109.3,129.2,7.763804909106218,147.33666666666667,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,115.1,124.4
2019-02-08,West Bengal,ER,22.58039044,88.32994665,115.1,2019,2,4,39,0,0,23.7,63,115.4,126.1,102.9,127.62857142857142,9.430219913609788,147.74333333333334,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770629,117.4,125.4
2019-02-09,West Bengal,ER,22.58039044,88.32994665,117.4,2019,2,5,40,1,0,22.4,65,115.1,128.0,131.7,126.11428571428571,10.18175305328557,147.26666666666668,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.6354323008901774,0.7721565844991642,123.7,126.8
2019-02-10,West Bengal,ER,22.58039044,88.32994665,123.7,2019,2,6,41,1,0,20.2,57,117.4,127.6,140.1,125.55714285714286,10.193602101785144,146.71999999999997,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747,124.9,128.6
2019-02-11,West Bengal,ER,22.58039044,88.32994665,124.9,2019,2,0,42,0,0,19.0,59,123.7,131.6,149.8,124.60000000000001,9.840054200392458,145.89000000000001,0.0,1.0,0.8660254037844386,0.5000000000000001,0.6616346182422783,0.7498264012045686,123.3,132.4
2019-02-12,West Bengal,ER,22.58039044,88.32994665,123.3,2019,2,1,43,0,0,20.0,61,124.9,136.8,154.7,122.67142857142858,8.243929945867764,144.8433333333333,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.6744436188329455,0.7383263540031065,116.8,127.1
2019-02-13,West Bengal,ER,22.58039044,88.32994665,116.8,2019,2,2,44,0,0,21.4,58,123.3,138.9,155.3,119.51428571428572,4.264359495253167,143.56,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.6870527672236669,0.7266075247685656,124.4,119.8
2019-02-14,West Bengal,ER,22.58039044,88.32994665,124.4,2019,2,3,45,0,0,22.6,57,116.8,115.4,143.9,120.8,4.17292862787365,142.91,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.699458327051647,0.7146733860429609,125.4,185.5
2019-02-15,West Bengal,ER,22.58039044,88.32994665,125.4,2019,2,4,46,0,0,23.7,57,124.4,115.1,143.4,122.27142857142857,3.605419201568931,142.31,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.7025274741691571,126.8,186.1
2019-02-16,West Bengal,ER,22.58039044,88.32994665,126.8,2019,2,5,47,1,0,21.8,65,125.4,117.4,152.9,123.61428571428571,3.218399483918947,141.44,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.7236440382959124,0.6901733882429719,128.6,194.533
2019-02-17,West Bengal,ER,22.58039044,88.32994665,128.6,2019,2,6,48,1,0,22.3,66,126.8,123.7,167.7,124.3142857142857,3.7320363393313607,140.13666666666666,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.7354170229639855,0.6776147890466889,132.4,189.0
2019-02-18,West Bengal,ER,22.58039044,88.32994665,132.4,2019,2,0,49,0,0,21.7,54,128.6,124.9,175.9,125.38571428571429,4.840257765665996,138.68666666666667,0.0,1.0,0.8660254037844386,0.5000000000000001,0.7469720876965552,0.6648553979642865,127.1,175.9
2019-02-19,West Bengal,ER,22.58039044,88.32994665,127.1,2019,2,1,50,0,0,23.8,67,132.4,123.3,180.6,125.92857142857143,4.78006774209764,136.9033333333333,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.7583058084785624,0.6518989958787126,119.8,176.0
